tns_index,epoch,length_tns,pkt_type,len_mode,frame_numbers,conn_id,direction,src_ip,src_port,dst_ip,dst_port,canon_a_ip,canon_a_port,canon_b_ip,canon_b_port,pdu_index_in_conn,delta_t_in_conn,conn_len,direction_num,src_row_idx
1824,1742830355.206734,151,6,len4,5801,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3786,0.020084857940673828,5474,1.0,3785
3434,1742830324.66936,366,6,len4,2167,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1516,0.00033402442932128906,5474,0.0,1515
588,1742830316.197457,170,6,len4,1737,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1185,0.0008270740509033202,5474,1.0,1184
2421,1742830367.781292,168,6,len4,7717,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4970,0.013601064682006836,5474,1.0,4969
4104,1742830342.188132,2241,6,len4,"4337,4338",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2736,0.0004570484161376953,5474,0.0,2735
5088,1742830362.651973,2239,6,len4,"7191,7192",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,4702,0.0003540515899658203,5474,0.0,4701
5285,1742830368.84179,273,6,len4,7915,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,5099,0.0001659393310546875,5474,0.0,5098
3191,1742830315.188675,961,6,len4,1525,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1032,0.0003948211669921875,5474,0.0,1031
1225,1742830341.361057,607,6,len4,4108,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2579,0.010584115982055664,5474,1.0,2578
4448,1742830354.093025,183,6,len4,5332,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,3421,9.703636169433594e-05,5474,0.0,3420
2952,1742830307.545667,8111,6,len4,"749,750,751,752,755,756",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,561,0.00010395050048828124,5474,0.0,560
56,1742830304.683032,613,6,len4,187,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,111,0.309751033782959,5474,1.0,110
504,1742830315.087763,455,6,len4,1499,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1015,0.007409095764160156,5474,1.0,1014
312,1742830307.719166,1188,6,len4,877,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,629,0.0077321529388427734,5474,1.0,628
4756,1742830358.231485,1836,6,len4,"6156,6157",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,4033,0.0002949237823486328,5474,0.0,4032
5206,1742830367.624935,3184,6,len4,"7667,7668,7669",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,4940,0.004565954208374024,5474,0.0,4939
4734,1742830357.8759902,349,6,len4,6089,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,3989,0.0002288818359375,5474,0.0,3988
2224,1742830361.66818,21,6,len4,6995,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4580,0.0003509521484375,5474,1.0,4579
2277,1742830362.588718,555,6,len4,7170,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4685,0.007632017135620117,5474,1.0,4684
2939,1742830307.383038,183,6,len4,714,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,536,9.393692016601562e-05,5474,0.0,535
4517,1742830354.5736349,183,6,len4,5502,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,3558,3.910064697265625e-05,5474,0.0,3557
3743,1742830329.2634609,434,6,len4,3406,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2013,0.0003402233123779297,5474,0.0,2012
4122,1742830342.621036,136,6,len4,4385,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2772,0.00013303756713867188,5474,0.0,2771
5441,1742830372.5406551,350,6,len4,8401,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,5408,7.700920104980469e-05,5474,0.0,5407
5115,1742830365.078461,2822,6,len4,"7278,7279",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,4756,6.29425048828125e-05,5474,0.0,4755
4085,1742830342.103286,2016,6,len4,"4285,4286",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2698,6.29425048828125e-05,5474,0.0,2697
1549,1742830353.394218,626,6,len4,5057,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3224,0.0029120445251464844,5474,1.0,3223
2613,1742830372.190561,619,6,len4,8326,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,5357,0.01930999755859375,5474,1.0,5356
2374,1742830365.344892,695,6,len4,7559,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4879,0.019134998321533203,5474,1.0,4878
1177,1742830341.098584,619,6,len4,3997,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2483,0.008537054061889648,5474,1.0,2482
3467,1742830326.6953778,2016,6,len4,"2263,2264",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1582,4.911422729492188e-05,5474,0.0,1581
3440,1742830325.877595,2935,6,len4,"2184,2185,2186",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1528,0.0010139942169189453,5474,0.0,1527
3157,1742830314.758593,264,6,len4,1431,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,964,3.0040740966796875e-05,5474,0.0,963
1921,1742830357.7361789,584,6,len4,6077,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3978,0.005972146987915039,5474,1.0,3977
4350,1742830353.4026349,332,6,len4,5066,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,3231,0.0001461505889892578,5474,0.0,3230
2456,1742830368.543741,185,6,len4,7823,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,5040,0.10831189155578612,5474,1.0,5039
2966,1742830307.592141,1838,6,len4,"802,803",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,584,0.0019268989562988281,5474,0.0,583
4899,1742830360.294258,214,6,len4,6619,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,4322,2.002716064453125e-05,5474,0.0,4321
1096,1742830340.9250882,21,6,len4,3830,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2321,5.388259887695313e-05,5474,1.0,2320
4254,1742830352.792194,287,6,len4,4765,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,3037,0.0001468658447265625,5474,0.0,3036
1335,1742830343.043235,164,6,len4,4419,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2799,0.06376099586486816,5474,1.0,2798
20,1742830303.400221,21,6,len4,77,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,39,0.0002682209014892578,5474,1.0,38
1698,1742830354.4569778,151,6,len4,5472,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3529,0.005720138549804688,5474,1.0,3528
4870,1742830360.272022,230,6,len4,6561,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,4264,8.392333984375e-05,5474,0.0,4263
2088,1742830360.293631,21,6,len4,6606,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4309,6.818771362304688e-05,5474,1.0,4308
1309,1742830342.219393,151,6,len4,4350,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2747,0.0007200241088867188,5474,1.0,2746
5087,1742830362.635773,606,6,len4,7189,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,4700,0.00014901161193847656,5474,0.0,4699
4562,1742830354.73697,107,6,len4,5606,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,3647,2.002716064453125e-05,5474,0.0,3646
1577,1742830353.685467,151,6,len4,5128,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3280,0.007358074188232422,5474,1.0,3279
3842,1742830340.709073,850,6,len4,3694,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2210,0.00021409988403320312,5474,0.0,2209
5033,1742830362.004067,973,6,len4,7014,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,4591,0.0007369518280029298,5474,0.0,4590
2315,1742830365.079675,21,6,len4,7290,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4761,0.0003368854522705078,5474,1.0,4760
4282,1742830352.955102,299,6,len4,4833,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,3093,0.00013303756713867188,5474,0.0,3092
1606,1742830353.861927,1199,6,len4,5191,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3338,0.0074770450592041016,5474,1.0,3337
4182,1742830347.7679698,301,6,len4,4545,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2892,0.0002892017364501953,5474,0.0,2891
3347,1742830317.925283,978,6,len4,1933,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1342,0.00012493133544921875,5474,0.0,1341
5198,1742830367.5504189,350,6,len4,7635,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,4922,5.817413330078125e-05,5474,0.0,4921
1585,1742830353.7357109,654,6,len4,5146,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3296,0.006988048553466797,5474,1.0,3295
5261,1742830368.6323562,948,6,len4,7841,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,5051,0.00045490264892578125,5474,0.0,5050
3391,1742830324.286352,371,6,len4,2067,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1430,0.0001590251922607422,5474,0.0,1429
855,1742830327.219857,619,6,len4,2477,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1721,0.00418400764465332,5474,1.0,1720
1174,1742830341.073377,548,6,len4,3991,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2477,0.009010791778564451,5474,1.0,2476
4437,1742830354.028241,4301,6,len4,"5303,5304,5305",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,3399,0.0002219676971435547,5474,0.0,3398
4520,1742830354.5917869,273,6,len4,5508,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,3564,0.0001780986785888672,5474,0.0,3563
2644,1742830372.578874,540,6,len4,8418,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,5419,0.007665157318115234,5474,1.0,5418
5382,1742830371.706341,1721,6,len4,"8221,8222",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,5291,0.0004940032958984375,5474,0.0,5290
571,1742830315.767761,170,6,len4,1695,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1151,0.005393028259277344,5474,1.0,1150
4563,1742830354.73712,280,6,len4,5608,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,3649,2.09808349609375e-05,5474,0.0,3648
1051,1742830340.755265,3623,6,len4,"3731,3732,3733",10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2231,0.0017330646514892578,5474,1.0,2230
678,1742830320.1838849,164,6,len4,1964,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1365,0.6711142063140869,5474,1.0,1364
1639,1742830354.060109,517,6,len4,5317,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3410,0.007937908172607422,5474,1.0,3409
82,1742830305.2171009,151,6,len4,260,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,163,0.007984161376953125,5474,1.0,162
1533,1742830353.234158,567,6,len4,5005,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3192,0.02426314353942871,5474,1.0,3191
275,1742830307.488179,151,6,len4,730,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,549,0.01601886749267578,5474,1.0,548
3815,1742830331.289014,329,6,len4,3616,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2156,0.00018310546875,5474,0.0,2155
1458,1742830352.806537,170,6,len4,4775,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3044,0.0036029815673828134,5474,1.0,3043
4510,1742830354.519032,183,6,len4,5488,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,3544,0.00019693374633789065,5474,0.0,3543
2304,1742830364.794704,568,6,len4,7252,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4739,0.022949934005737305,5474,1.0,4738
4365,1742830353.466597,183,6,len4,5103,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,3261,3.814697265625e-05,5474,0.0,3260
2756,1742830305.2428448,181,6,len4,267,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,170,8.606910705566406e-05,5474,0.0,169
4414,1742830353.916606,357,6,len4,5224,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,3358,0.00012898445129394529,5474,0.0,3357
3307,1742830316.480366,107,6,len4,1845,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1262,5.006790161132813e-05,5474,0.0,1261
1316,1742830342.4246712,166,6,len4,4371,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2761,0.0004990100860595703,5474,1.0,2760
2719,1742830304.232142,329,6,len4,165,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,96,0.0002429485321044922,5474,0.0,95
1833,1742830356.074757,183,6,len4,5825,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3804,0.3125441074371338,5474,1.0,3803
1387,1742830347.823041,1187,6,len4,4578,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2901,0.0014960765838623047,5474,1.0,2900
175,1742830306.288795,684,6,len4,502,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,349,0.008744955062866211,5474,1.0,348
4790,1742830359.340172,447,6,len4,6255,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,4101,0.0001010894775390625,5474,0.0,4100
5177,1742830365.345135,4273,6,len4,"7560,7561,7562",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,4880,0.0002429485321044922,5474,0.0,4879
1782,1742830354.861207,566,6,len4,5660,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3698,0.007745981216430664,5474,1.0,3697
3082,1742830313.529952,4311,6,len4,"1186,1187,1188",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,814,0.0002601146697998047,5474,0.0,813
803,1742830326.8795109,21,6,len4,2318,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1615,0.001074075698852539,5474,1.0,1614
3995,1742830341.12115,200,6,len4,4032,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2518,1.811981201171875e-05,5474,0.0,2517
3563,1742830327.341876,2446,6,len4,"2556,2557",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1773,0.00015211105346679688,5474,0.0,1772
1336,1742830343.043814,166,6,len4,4421,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2801,0.00047087669372558594,5474,1.0,2800
2866,1742830306.351138,381,6,len4,546,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,390,2.1219253540039066e-05,5474,0.0,389
1988,1742830359.4170618,619,6,len4,6270,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4112,0.006639957427978516,5474,1.0,4111
874,1742830327.3099382,563,6,len4,2540,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1758,0.021402835845947262,5474,1.0,1757
3872,1742830340.877725,107,6,len4,3779,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2272,9.083747863769533e-05,5474,0.0,2271
2602,1742830372.002273,817,6,len4,8293,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,5335,0.012809991836547852,5474,1.0,5334
1529,1742830353.1938632,830,6,len4,4996,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3184,0.002777814865112305,5474,1.0,3183
4163,1742830347.685147,799,6,len4,4494,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2854,0.00019097328186035162,5474,0.0,2853
3826,1742830331.498962,988,6,len4,3647,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2178,0.00012087821960449221,5474,0.0,2177
5222,1742830367.800217,218,6,len4,7721,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,4973,3.695487976074219e-05,5474,0.0,4972
2641,1742830372.558754,653,6,len4,8412,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,5413,0.008135080337524414,5474,1.0,5412
2235,1742830362.103143,617,6,len4,7033,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4602,0.01163792610168457,5474,1.0,4601
3771,1742830330.468868,598,6,len4,3499,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2069,0.0002739429473876953,5474,0.0,2068
1596,1742830353.797937,151,6,len4,5168,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3318,0.002228975296020508,5474,1.0,3317
1429,1742830352.5818381,164,6,len4,4702,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2986,0.0006029605865478517,5474,1.0,2985
2728,1742830304.761848,270,6,len4,191,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,114,0.00028705596923828125,5474,0.0,113
4003,1742830341.141488,799,6,len4,4048,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2534,0.0002231597900390625,5474,0.0,2533
3150,1742830314.695154,319,6,len4,1414,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,950,0.00013899803161621094,5474,0.0,949
1101,1742830340.936491,537,6,len4,3841,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2331,0.010940074920654295,5474,1.0,2330
309,1742830307.70011,517,6,len4,867,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,623,0.0032389163970947266,5474,1.0,622
2370,1742830365.278444,183,6,len4,7549,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4871,0.16106009483337402,5474,1.0,4870
3523,1742830327.1392288,694,6,len4,2436,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1692,0.00013899803161621094,5474,0.0,1691
1183,1742830341.1200259,21,6,len4,4009,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2495,8.702278137207031e-05,5474,1.0,2494
1903,1742830356.909207,3623,6,len4,"6029,6030,6031",10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3942,0.0015881061553955078,5474,1.0,3941
2352,1742830365.106923,21,6,len4,7463,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4835,0.012061119079589844,5474,1.0,4834
2470,1742830368.72482,185,6,len4,7872,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,5068,0.0028219223022460933,5474,1.0,5067
